,id,question,answers
166,train_q186,Name Something You Would Do If A Dog Was Chasing You. ,"{'run': 59, 'scream': 31, 'climb a tree': 3, 'stand still': 3}"
167,train_q187,Name A Cartoon Character Who’s Always Getting Hurt. ,"{'wile e coyote': 44, 'tom and jerry': 17}"
168,train_q188,Name Something Men Do Today But Probably Didnt Do Years Ago,"{'cook': 50, 'clean': 15, 'watch tv': 14, 'change diapers': 9, 'use computer': 4, 'use cell phone': 3, 'shop': 3}"
169,train_q189,Name A Reason Why Someone Might Make Fun Of Your Dance Moves ,"{""they're jealous"": 25, ""don't know steps"": 25, 'old fashioned moves': 22, 'clumsy tripping': 17, 'no rhythm': 8}"
170,train_q190,Name An Activity People Like To Do At A Lake ,"{'fishing': 45, 'swim': 14}"
171,train_q191,Name Something Cats Have That People Don’t ,"{'tails': 22, 'nine lives': 21, 'fur': 19, 'whiskers': 13, '4 feet': 12, 'claws': 6}"
172,train_q192,Name A Reason Why Someone Might Hold Off On Getting Married. ,"{'afraid of commitment': 44, 'not ready': 30, 'saving money': 16, 'too young': 7}"
173,train_q194,Name A Job In Which You Need To Dress Well In Order To Succeed. ,"{'lawyer': 52, 'model': 15, 'sales person': 9, 'banker': 9, 'ceo': 7, 'teacher': 4}"
174,train_q195,Name A Vegetable That Is Not Green,"{'carrot': 32, 'corn': 28, 'pumpkin': 12, 'potato': 9, 'beet': 8, 'cauliflower': 7, 'egg plant': 4}"
175,train_q196,Name A Last Minute Problem That Could Make You Late For Work ,"{'traffic': 35, 'car trouble': 31, 'lost keys': 11, 'child is sick': 7, 'no gas': 6, 'bad hair': 5}"
176,train_q197,Name A Type Of Business That Has Regular Customers ,"{'restaurant': 30, 'grocery store': 19, 'bar': 17, 'coffee shop': 13, 'bank': 9, 'gas station': 5, 'salon': 4}"
177,train_q198,Name A Country Known For Having Beautiful Weather,"{'united states': 27, 'mexico': 15, 'australia': 14, 'bahamas': 12, 'france': 11, 'spain': 9, 'brazil': 8}"
178,train_q199,Name Someplace Youd Find A Water Fountain,"{'park': 52, 'school yard': 26, 'amusement park': 4, 'beach': 3, 'library': 3, 'civic centre': 2, 'medical building': 2}"
179,train_q200,Name Something People Wear To Protect Themselves. ,"{'coat': 22, 'helmet': 22, 'jockstrap': 13, 'bulletproof vest': 11, 'hat': 11, 'sunscreen': 9}"
180,train_q201,Name A SlowMoving Vehicle That You Hate To Get Stuck Behind,"{'bus': 34, 'semi truck': 26, 'tractor': 23, 'garbage truck': 6, 'dump truck': 4}"
181,train_q202,Name Something You’d Hate To Find Has Happened To Your Car While It was parked. ,"{'hit by another car': 43, 'carjacked': 17, 'keyed': 13, 'broken into': 10, 'flat tire': 5, 'towed': 4, 'parking ticket': 3}"
182,train_q204,Name A Word Or Phrase You Might Use When Addressing Royalty. ,"{'your highness': 39, 'your majesty': 33, 'sir': 19, 'madam': 6}"
183,train_q205,Name A Reason a Person Might Get Rid Of A Pet,"{'moving': 28, 'they attack people': 21, 'not housebroken': 12, 'too messy': 11, 'chew things': 10, 'sickness': 8, ""they're allergic"": 8}"
184,train_q206,Name Something Snoopy Does That Your Dog Would Not ,"{'talk': 34, 'fly pilot': 27, 'sleep on house': 16, 'read write': 13, 'dance': 8}"
185,train_q207,Name Something Almost Everyday Bride Wants At Her Wedding ,"{'flowers': 29, 'cake': 26, 'groom': 16, 'ring': 10, 'white dress': 8, 'family': 5, 'gifts': 3}"
186,train_q208,Name A Pastime That’s Considered More Respectable Than Watching TV. ,"{'reading': 39, 'exercise': 22, 'sports': 12, 'crafts': 9, 'playing instrument': 7, 'cooking': 3, 'listening to radio': 3}"
187,train_q209,Name Something That Builds A Nest ,"{'bird': 47, 'snakes': 32, 'bee': 12, 'rat': 3}"
188,train_q210,Name A Controversial American President ,"{'george w bush': 33, 'richard nixon': 29, 'bill clinton': 25, 'john f kennedy': 3, 'abraham lincoln': 3}"
189,train_q211,Name A Reason A Policeman Might Say He Had A Bad Day On The Job. ,"{'got shot': 52, 'someone was murdered': 15, ""couldn't catch crook"": 15, 'visited the morgue': 10}"
190,train_q212,Name Something Youd Hate To Find Had Happened To Your Car While It Was Parked,"{'hit by another car': 43, 'carjacked': 17, 'keyed': 13, 'broken into': 10, 'flat tire': 5, 'towed': 4, 'parking ticket': 3}"
191,train_q214,Name Something You Always Have With You So You Dont Get Lost,"{'map': 58, 'compass': 17, 'cell phone': 12, 'gps': 7, 'co pilot': 3}"
192,train_q215,Name something you do when looking in the mirror that you’d hate to be caught doing if it was a 2-way mirror. ,"{'pick nose': 31, 'undress': 23, 'pick teeth': 20, 'pose': 11, 'skin care': 10, 'dance': 3}"
193,train_q216,"Name Someone, Real Or Fictional, Who Is Known For Having A White Beard. ","{'santa claus': 37, 'moses': 22, 'uncle sam': 20, 'kenny rogers': 7, 'merlin wizard': 7, 'colonel sanders': 4}"
194,train_q217,Name Something You Wouldn’t Want To Happen When You’re In The Bathtub ,"{'slip': 30, 'appliance falling in': 22, 'phone ring': 15, 'power goes out': 15, 'doorbell': 5, 'fall asleep': 4}"
195,train_q218,Name Something Most Answer Machines Messages Ask You To Do ,"{'leave name': 56, 'leave number': 0, '28': 0, '8': 5}"
196,train_q219,Name Something That Someone Who Gets Dates Has That Someone Who Doesnt Get Dates Doesnt Have,"{'good looks': 35, 'money': 26, 'intimacy': 20, 'charm confidence': 9, 'car': 9}"
197,train_q220,Name A Romantic Gift For A Woman That Her 2-Year-Old Might Be Jealous Of. ,"{'candy': 37, 'stuffed animal': 35, 'jewelry': 15, 'flowers': 11}"
198,train_q221,Name something special a restaurant might do on certain nights in order to draw in customers,"{'food discounts': 49, 'happy hour': 19, 'kids eat free': 11, 'buffet': 4, 'life music': 3}"
199,train_q222,Name A Food That Often Gets Burned ,"{'toast': 26, 'rice': 21, 'eggs': 18, 'chicken': 13, 'steak': 8, 'bacon': 5}"
200,train_q224,Name A Famous Building Thats Big Enough To House A Dinosaur,"{'empire state bldg': 38, 'white house': 28, 'sears tower': 17, 'eiffel tower': 9, 'buckingham palace': 5}"
201,train_q225,Name A Word People Use To Describe Someone Who’s In A Bad Mood ,"{'grouchy': 28, 'grumpy': 21, 'crabby': 18, 'cranky': 13, 'angry': 7, 'moody': 5}"
202,train_q226,Name Something Parents Of Twins Do That Makes Their Children Seem Even More Similar. ,"{'dress alike': 67, 'hair style': 21, 'similar names': 11}"
203,train_q227,Name Something In A Woman’s Purse That A Man Would Never Ask To Borrow. ,"{'lip stick': 43, 'tampons': 36, 'compact': 7, 'eyelash curler': 4, 'perfume': 4}"
204,train_q228,Name A Kind Of Cat You Probably Wouldn’t Keep As A Pet ,"{'tiger': 36, 'lion': 31, 'bob cat': 10, 'jaguar': 6, 'leopard': 6, 'feral': 4}"
205,train_q229,Name A Person You Wouldn’t Kiss Under The Mistletoe. ,"{'sibling': 29, 'parent': 26, 'in law': 11, 'santa': 8, 'exercise': 6, 'boss': 6, 'grandparent': 6}"
206,train_q230,Name Something Embarrassing That Happens To People At The Airport ,"{'get searched': 44, 'get lost': 32, 'miss flight': 13, 'luggage comes open': 5}"
207,train_q231,Name A Type Of Professional Who Might Overcharge If You Don’t Know Any Better. ,"{'mechanic': 42, 'lawyer': 23, 'doctor dentist': 19, 'plumber': 6, 'car salesperson': 5}"
208,train_q232,Name Something A Couple Engaged To Be Married Might Go Shopping For. ,"{'ring': 53, 'house': 13, 'furniture': 12, 'mattress': 9, 'dishes': 7, 'wedding dress': 5}"
209,train_q234,Name Something Specific A Guy Might Take With Him To The Gym ,"{'towel': 54, 'gym bag': 10, 'tennis shoes': 8, 'deoderant': 6, 'change of clothes': 4, 'weights': 4}"
210,train_q235,Name Something That People Use Less In The Summer Than In The Winter ,"{'coat': 43, 'heater': 29, 'gloves': 6, 'shovel': 6, 'boots': 5, 'sweater': 5, 'blankets': 3}"
211,train_q236,Name A Type Of Repairman You Might Call To Your House In An Emergency. ,"{'plumber': 79, 'electrician': 13}"
212,train_q237,Name A Word That You’d Probably See In A Vacation Brochure For Hawaii ,"{'beach': 29, 'aloha': 25, 'sunny': 17, 'surfing': 8, 'volcano': 6, 'beautiful': 6, 'tropical': 5}"
213,train_q238,Name Something A Romantic Man Would Hate For The Woman He’s Serenading To Do While He’s Singing ,"{'laugh tease': 45, 'yawn sleep': 33, 'talk use phone': 14, 'walk away': 6}"
214,train_q239,Name A Person In Your Life Who It Would Be Unwise To Live With. ,"{'parent': 43, 'boss': 19, 'sibling': 18, 'ex': 10, 'best friend': 5, 'boy girlfriend': 3}"
215,train_q240,Name A Small Kitchen Appliance That A Bachelor May Not Have ,"{'toaster': 40, 'blender': 32, 'mixer': 15, 'can opener': 11}"
216,train_q241,Name A Kitchen Item That Might Be Used To Make Lava On A Volcano Model ,"{'baking soda': 32, 'ketchup': 32, 'jell o': 8, 'water': 7, 'soda': 5, 'tomato sauce': 5, 'pudding': 4}"
217,train_q242,Name Something That Kids Make Out Of Paper ,"{'airplanes': 41, 'snowflakes': 23, 'footballs': 10, 'cards valentines': 9, 'paper dolls': 8, 'crane bird': 4}"
218,train_q244,Name Someplace Youd Have To Be On Really Good Terms To Invite Your Ex,"{'your wedding': 40, 'birthday party': 23, 'family reunion': 21, 'your house': 10}"
219,train_q245,Name A Special Occasion For Which Someone Might Go To A Hairdresser ,"{'wedding': 65, 'prom': 22, 'birthday party': 4, 'graduation': 4}"
220,train_q246,Name A Professional You May Come In Contact With But Should Never Flirt With,"{'cop': 37, 'boss': 25, 'teacher': 14, 'priest': 9, 'lawyer': 8}"
221,train_q247,Name Something You’d Find At The Center Of Fancy Chocolates. ,"{'caramel': 38, 'cherries': 26, 'cream': 16, 'coconut': 7, 'marhmellow': 4, 'nuts': 3}"
222,train_q248,Name A Way tourists Get Around In A Big City,"{'tour bus': 44, 'taxi': 23, 'on foot': 18, 'bilkes': 10, 'public transportation': 3}"
223,train_q249,Name A City Where You’d Hate The Long Commute To Work. ,"{'new york city': 53, 'los angeles': 21, 'chicago': 18}"
224,train_q250,Name A State People Visit On A Ski Vacation ,"{'colorado': 54, 'vermont': 24, 'alaska': 10, 'utah': 8}"
225,train_q251,Name Something Grandma Might Knit For You As A Gift ,"{'sweater': 50, 'scarf': 23, 'blanket': 11, 'hat': 6, 'mittens': 3, 'socks': 3}"
226,train_q252,Name A Sign That Your Girlfriend Might Be Turning Into A Cat. ,"{'purring': 39, 'whiskers': 21}"
227,train_q254,Name Something You’d See On The Back Of A Car. ,"{'license plate': 32, 'bumper stickers': 31, 'bumper': 17, 'dirt': 5, 'tires': 4, 'lights': 3}"
228,train_q255,Name Something You Might Worry About While On A Cruise Ship ,"{'ship sinkong': 48, 'iceberg': 14, 'overeating': 9, 'drowning': 7, 'motion sickness': 6, 'hurricane': 5, 'fire': 3}"
229,train_q256,Name A Profession In Which Rain Can Ruin A Day’s Work. ,"{'construction': 38, 'house painter': 21, 'landscaper': 16, 'farmer': 12, 'athlete': 5, 'postal worker': 3, 'lifeguard': 3}"
230,train_q257,Name Something You Hope A Restaurant Chef Didn’t Do Before Cooking Your Meal. ,"{'got sick': 56, 'drink': 26, 'smoke': 3, 'not wash hands': 3}"
231,train_q258,Name A City That Has A Lot Of Hotels. ,"{'las vegas': 71, 'new york': 13, 'los angeles': 6, 'atlanta': 4, 'chicago': 2, 'orlando': 2, 'atlantic city': 0}"
232,train_q259,Name Something Youd Hate To Have Happen While Driving A New Car Home,"{'crash': 54, 'flat tire': 15, 'break down': 13, 'rain': 6, 'run out of gas': 4, 'speeding ticket': 3, 'scratch it': 5}"
233,train_q260,Name Something A Cat In A Movie Can Do That A Real-Life Cat Can’ ,"{'talk': 58, 'sing': 21, 'dance': 7, 'live nine lives': 5}"
234,train_q261,Name A Word That Describes Someone Who Doesnt Pull Their Own Weight,"{'lazy': 37, 'slacker': 22, 'free loader': 13, 'bum': 11, 'deadbeat': 9, 'leech': 6}"
235,train_q262,Name An Occasion That Dracula Is Almost Always dressed For ,"{'halloween': 54, 'funeral': 18, 'formal dinner': 16, 'costume ball': 5, 'wedding': 5}"
236,train_q264,Name Something Valuable That A Baseball Fan Might Collect ,"{'baseball cards': 44, 'baseballs': 26, 'autographs': 22, 'baseball gloves': 4}"
237,train_q265,Name Something You Might Find Under A Rock. ,"{'worm': 30, 'ants': 27, 'spider': 12, 'dirt': 11, 'roly poly': 9, 'slug': 4}"
238,train_q266,Name Something Thats Legal For A Police Officer To Do But Not For Anyone Else,"{'speed': 63, 'arrest someone': 21, 'run red lights': 8, 'carry  use gun': 7}"
239,train_q267,Name A Type Of TV Show You’d Be Surprised To See A Man Watching. ,"{'soap opera': 74, 'talk shows': 15, 'cooking': 5, 'fashion': 2}"
240,train_q268,Name Something Around The House You Might Keep Spare Batteries For ,"{'flashlight': 42, 'remote control': 26, 'radio': 11, 'toys': 8, 'music player': 6, 'portable videogame': 5}"
241,train_q269,Name Something Rude People Do While You’re Trying To Talk To Them On The Phone. ,"{'talk to someone else': 27, 'eat': 21, 'interrupt': 21, 'hang up': 11, 'put you on hold': 8, 'make noises': 6}"
242,train_q270,Name A Food With Cheese That’s A Childhood Favorite. ,"{'pizza': 43, 'grilled cheese': 27, 'macaroni': 21, 'cheeseburger': 7}"
243,train_q271,Name The Easiest Household Chore,"{'washing dishes': 18, 'dusting': 17, 'vacuum': 16, 'sweeping': 14, 'taking out trash': 11, 'picking up': 10, 'making bed': 6}"
244,train_q272,Name Something A Woman’s Doctor Might Advise Her Not To Wear. ,"{'high heels': 45, 'pantyhose': 23, 'makeup': 12, 'girdle corset': 9, 'perfume': 4}"
245,train_q274,Name Something Santa Might Bring With Him To Keep From Getting Lost On Christmas Eve. ,"{'map': 57, 'gps': 17, 'compass': 13, 'reindeer': 11}"
246,train_q275,Name A Type Of Pet That People Rarely Take Out Of Their House. ,"{'cat': 28, 'snake': 24, 'bird': 19, 'fish': 15, 'hamster gerbil': 8, 'lizard': 3}"
247,train_q276,Name Something You Might See At A Cowboy’s Yard Sale. ,"{'boots': 26, 'saddles': 25, 'cowboy hat': 19, 'rope': 7, 'horse': 7, 'spurs': 5, 'gun': 3}"
248,train_q277,Name Something Cats Hate ,"{'dogs': 54, 'water': 33, 'grab their tail': 3, 'mouse': 3, 'vacuum cleaner': 2}"
249,train_q278,Name Something That You Need Silence In Order To Do. ,"{'read': 49, 'sleep': 19, 'study': 17, 'thinik': 4, 'meditate pray': 4, 'take a test': 3}"
250,train_q279,Name Something People Do For Fun Even Though It Scares Them ,"{'roller coasters': 51, 'bungee jumping': 12, 'horror movies': 11, 'sky diving': 9, 'fun houses': 8, 'driving fast': 5, 'rock climbing': 4}"
251,train_q280,Name Something Kids Start To Care More About Once Theyre Teenagers,"{'looks': 38, 'clothes': 23, 'dating': 13, 'money': 12, 'driving': 5}"
252,train_q281,Name The Age When Youngsters Really Start Rebelling Against Their Parents. ,"{'13': 44, '12': 16, '16': 12, '14': 7, '15': 7, '10': 7}"
253,train_q282,Name Something That You Can Get For Free At A Casino,"{'drinks': 49, 'food': 33, 'entertainment': 5}"
254,train_q284,Name Something That Has To Be Taken Out Every Once In A While ,"{'the trash': 54, 'the dog': 28, 'your mate': 6, 'teeth dentures': 4}"
255,train_q285,Name Something California Has More Of Than Any Other State ,"{'people': 19, 'movie stars': 15, 'earthquakes': 15, 'smog': 13, 'beach': 11, 'palm trees': 11, 'sunshine': 10}"
256,train_q286,Name Something That Always Makes You Feel Better When You’re Lonely. ,"{'candy': 33, 'listening to music': 19, 'pet': 14, 'watching a movie tv': 14, 'friend phone call': 10, 'have a drink': 4, 'reading': 3}"
257,train_q287,Name Something You May Not Be Good At The First Time You Do It. ,"{'ride a bike': 32, 'driving': 21, 'cooking': 14, 'golf': 11, 'skiing': 9, 'skating': 8}"
258,train_q288,Name An Expression That Begins With The Word First,"{'â\x80¦come,first served': 24, 'first love': 17, 'first class': 9, 'first things first': 9, 'first time': 9, 'first kiss': 9, 'first base': 9}"
259,train_q289,Name A Term That Uses The Word “Shot.” ,"{'shotgun': 28, 'hot shot': 25, 'long shot': 20, 'shot glass': 14, 'sling shot': 12, 'shot in the dark': 4}"
260,train_q290,Name Something Specific Your Partner Did Early In Your Relationship That You Wish They Still Did Now,"{'kiss': 27, 'open doors': 23, 'buy flowers': 19, 'hug': 7, 'hold hands': 5, 'cook': 4, 'cuddle': 4}"
261,train_q291,Name Something That Kids Can Use In A Pool To Help Them Float. ,"{'raft': 32, 'inner tube': 19, 'beach ball': 14, 'life jacket': 14, 'water wings': 12, 'noodle': 7}"
262,train_q292,Name Something Thats Currently Legal That People Should Be Banned From Doing While Driving,"{'smoking': 32, 'eating': 23, 'sipping drink': 20, 'using cell phone': 18, 'applying make up': 4}"
263,train_q294,Name Something You Can See At A Kids Birthday Party. ,"{'balloons': 28, 'clown': 26, 'cake': 22, 'kids': 6, 'inflatable jumping': 6, 'barney': 2, 'party hat': 2}"
264,train_q295,Name Something You Might Add Milk To In The Morning,"{'cold cereal': 67, 'coffee': 17, 'oatmeal': 3}"
265,train_q296,Name A Shakesphere Character Who Most People Have Heard Of. ,"{'romeo': 56, 'hamlet': 20, 'juliettejuliet': 15, 'macbeth': 3, 'othello': 3}"
266,train_q297,Name A Place Where A Man Might Be A “Regular Customer.” ,"{'bar': 40, 'restaurant coffee shop': 21, 'barber shop': 21, ""gentleman's club"": 16}"
267,train_q298,Name A Movie Star You Would Invite For Thanksgiving Dinner. ,"{'brad pitt': 29, 'tom hanks': 13, 'julia roberts': 13, 'jennifer aniston': 13, 'denzel washington': 10, 'sean penn': 9, 'reese witherspoon': 6}"
